StockCode,Description,total_products_sold,total_transactions,Revenue,total_customers_bought,Number_Countries_sold
48111,Doormat 3 smiley cats,1175,235,7724.38,111,7
84870B,Blue geisha girl,45,26,149.83,9,3
22480,NULL,24,1,0,0,1
84086B,Yellow/blue retro radio,17,8,50.15,3,1
84631,NULL,32,3,0,0,1
23109,Led tea lights,634,65,1826.76,54,6
20769,Daisy journal,80,34,217.56,21,3
90129E,Purple glass tassle bag charm,42,14,77.04,1,1
84763,NULL,5,1,0,0,1
85130C,Beaded crystal heart blue  large,482,46,437.22,37,3
90026C,Glass bead hoop necklace green,4,3,33.82,2,1
37342,NULL,67,2,0,0,1
17084A,Tranquility masala incense,200,7,42,7,1
23412,NULL,4,2,0,0,1
22588,NULL,41,1,0,0,1
20778,NULL,8,2,0,0,1
35241,Damages?,40,1,0,0,1
20823,Gold wine goblet,164,8,129.56,6,1
84218,NULL,2,1,0,0,1
16161G,Wrap bad hair day,700,22,70,22,4
22834,Hand warmer babushka design,5144,375,7411.38,199,8
90174,Butterfly hair band,50,23,126.02,4,2
23048,Set of 10 lanterns fairy light star,610,104,2505.32,81,8
23251,Vintage red enamel trim mug,1758,124,2163.25,80,6
44236,Pink/purple circle curtain,52,6,56.52,6,1
22726,NULL,6,2,0,0,1
84821,Danish rose deluxe coaster,947,41,417.35,35,6
81953B,NULL,6,1,0,0,1
21815,Star  t-light holder,158,29,270.23,15,2
82599,Fanny's rest stopmetal sign,508,141,1217.73,67,2
23198,Pantry magnetic  shopping list,3406,489,5155.4,259,15
22136,NULL,23,1,0,0,1
23230,Wrap alphabet design,8051,238,3249.42,178,12
20984,Found,120,1,0,0,1
16248B,NULL,2,1,0,0,1
21240,Blue polkadot cup,3606,330,3140.6,150,14
20615,Blue polkadot passport cover,313,97,466.99,28,4
85131C,Beaded crystal heart blue on stick,193,50,178.85,5,2
84746,Pink easter hens+flower,14,9,38.31,1,1
23403,Letter holder home sweet home,628,137,2215.36,80,3
23102,Silver hearts table decoration,1274,157,1075.03,128,7
35965,Found some more on shelf,9,1,0,0,1
51020A,Adjustment,41,1,0,0,1
16207A,NULL,1,1,0,0,1
20821,NULL,9,1,0,0,1
20738,NULL,36,1,0,0,1
22236,Cake stand 3 tier magic garden,353,99,4133.55,67,10
22726,Alarm clock bakelike green,6460,1001,27309.03,323,15
84975,Heart shaped mirror,5,2,8.45,2,1
17007B,NULL,4,1,0,0,1
22078,Ribbon reel lace design,1369,192,2923.21,105,9
21906,Pharmacie first aid tin,598,179,4585.56,71,16
22413,Metal sign take it or leave it,3792,415,11149.04,228,13
90120D,White murano twist bracelet,10,5,41.79,2,1
22632,Hand warmer red polka dot,120,18,225,2,1
37444C,NULL,6,2,0,0,1
84876D,Damaged,2,1,0,0,1
84598,Boys alphabet iron on patches,2263,100,606.52,5,3
23514,Embroidered ribbon reel sally,484,75,989.87,57,11
85206A,Cream felt easter egg basket,974,114,1568.93,99,9
90057,Diamante ring assorted in box.,1008,22,1311.36,21,3
22336,Dove decoration painted zinc,2404,80,768.98,48,6
21847,Green  diamante pen in gift box,76,33,178.89,5,1
21226,Pocket mirror woodland,93,20,80.55,4,2
21391,NULL,26,1,0,0,1
90202C,Green enamel flower hair tie,26,15,76.41,2,2
23132,Small ivory heart wall organiser,1024,155,5161.6,115,4
21625,Vintage union jack apron,407,169,2939.51,97,4
85200,NULL,6,1,0,0,1
21774,Decorative cats bathroom bottle,1096,187,1153.65,39,6
71050,Small single flame candle holder,33,6,11.55,5,1
22499,Wooden union jack bunting,2095,409,12816.05,217,6
23130,Miseltoe heart wreath,80,5,312.8,5,3
85078,Missing,840,1,0,0,1
40003,NULL,11,1,0,0,1
22856,Sold as set on dotcom,30,1,0,0,1
90135,Orange/wht/fuschia stones necklace,8,2,39.66,1,1
22142,Christmas craft white fairy,3258,379,4962.14,259,11
37444A,NULL,6,3,0,0,1
37444B,Blue breakfast cup and saucer,4,3,11.8,2,1
84508A,Camouflage design teddy,1632,37,3450.6,17,1
21316,Small chunky glass roman  bowl,160,16,217.68,9,1
72807A,???missing,224,1,0,0,1
21587,Cosy hour giant tube matches,195,26,475.65,25,2
84499,Black flower candle plate,7,2,5.95,2,1
21849,Silver diamante pen in gift box,173,66,548.93,16,1
47594B,Scotties design washbag,174,59,322.35,26,6
23346,Spaceboy beaker,2634,185,3119.84,106,12
21392,Red polkadot pudding bowl,34,7,46.39,5,2
21648,Assorted tutti frutti small purse,730,67,984.04,27,6
23438,Red spot gift bag large,1713,103,2089.92,82,6
23166,Medium ceramic top storage jar,152527,257,159180.56,138,10
85035B,Check,36,1,0,0,1
20902,Check,3,1,0,0,1
35916B,NULL,21,1,0,0,1
21658,NULL,4,2,0,0,1
35607B,Thrown away,9,1,0,0,1
79026B,NULL,1,1,0,0,1
21811,Christmas hanging heart with bell,231,26,307.6,16,1
22400,Magnets pack of 4 home sweet home,1394,151,729.48,112,10
85204,Hanging wood and felt flower,2051,105,325.48,40,4
22848,NULL,16,1,0,0,1
37468,Hardman mug 3 assorted,64,13,32.03,11,1
21025,Space frog,174,56,233.52,14,3
72807C,Damages,149,1,0,0,1
22893,Mini cake stand t-light holder,1893,147,939.84,45,6
23074,Embossed heart trinket box,252,49,559.75,32,3
22487,White wood garden plant ladder,809,446,8142.08,278,12
90100,Necklace+bracelet set pink daisy,1,1,2.55,1,1
23176,Abc treasure book box,2210,236,4794.33,159,17
21137,NULL,25,1,0,0,1
72800B,4 purple flock dinner candles,142,38,285.7,31,2
22812,Check,48,1,0,0,1
85071C,"Charlie+lola""extremely busy"" sign",683,105,428,62,3
23459,Dolly cabinet 2 drawers,36,21,450,19,2
21801,NULL,43,2,0,0,1
23225,Cherub heart decoration silver,1439,92,1245.89,46,5
21277,French style embossed heart cabinet,28,24,615.33,19,4
23302,Kneeling mat housework  design,1572,235,2235.66,140,5
22096,Pink paisley square tissue box,1372,118,586.43,89,3
21661,Vintage glass tea caddy,3,3,17.85,3,1
21841,Baby mouse red gingham dress,73,21,310.25,19,2
85086A,Candy spot heart decoration,146,50,122.08,8,1
90214F,"Letter ""f"" bling key ring",27,15,15.43,2,1
21186,NULL,2,1,0,0,1
21499,Blue polkadot wrap,7152,219,2891.84,175,16
23527,Animals and nature wall art,267,17,923.97,16,2
90011A,Midnight blue crystal drop earrings,6,6,17.51,1,1
21228,"Pocket mirror ""glamorous""",5,2,6.25,2,1
35969,NULL,3,1,0,0,1
21179,Damaged,14,1,0,0,1
35916A,Yellow felt hanging heart w flower,87,29,67.39,3,1
21181,On cargo order,192,1,0,0,1
85175,? sold as sets?,1200,1,0,0,1
85028L,NULL,15,3,0,0,1
23609,Set 10 cards snowy robin 17099,1,1,2.91,0,1
23602,Set 10 cards 3 wise men 17107,1,1,2.91,0,1
47599B,Blue party bags,1532,120,2931.52,70,8
21373,Mirrored wall art snowflakes,524,48,398.04,41,3
21293,Mirrored dove wall decoration,116,24,276.72,14,2
90093,Clear crystal star phone charm,52,10,28.57,5,1
21159,Damaged,40,1,0,0,1
23544,Wall art mid century modern,165,21,1024.03,17,1
23344,Jumbo bag 50's christmas,10547,723,24259.03,391,12
79336,Light pink flock glass candleholder,36,3,13.68,2,1
21918,NULL,353,2,0,0,1
22408,Money box confectionery design,145,29,162.44,20,4
20967,NULL,77,1,0,0,1
35598C,Found,3,1,0,0,1
21980,Pack of 12 red retrospot tissues,6817,300,2159.46,193,12
22604,Set of 4 napkin charms cutlery,1251,125,3039.66,77,8
23448,Cream bunny easter egg basket,25,3,41.25,3,1
22288,Hanging metal rabbit decoration,474,58,616.95,37,4
90002D,Flower burst silver ring crystal,13,9,48.71,5,1
85040A,S/4 pink flower candles in bowl,937,193,1740.65,88,7
22667,Recipe box retrospot,2963,485,8270.45,233,13
84906,NULL,7,2,0,0,1
20974,12 pencils small tube skull,7542,358,4895.33,195,9
21642,Check,138,1,0,0,1
35471D,Set of 3 bird light pink feather,1850,225,981.61,115,8
22833,NULL,2,2,0,0,1
22121,Check,10,1,0,0,1
16169K,NULL,25,1,0,0,1
22316,200 bendy skull straws,661,56,743.62,28,4
22929,School desk and chair,22,15,1394.75,13,7
22131,Food container set 3 love heart,2032,292,3938.54,115,11
22515,Childs garden spade pink,274,88,613.15,53,5
22231,Jigsaw tree with birdhouse,1067,153,1122.77,93,9
23136,Ivory wire sweetheart letter tray,135,49,511.89,39,3
22021,Blue felt easter egg basket,365,71,610.45,60,4
22399,Magnets pack of 4 childhood memory,1176,101,1377.08,71,11
20711,Lost in space,98,1,0,0,1
22649,Strawberry fairy cake teapot,838,223,4328.08,87,11
20661,Blue polkadot purse,44,33,141.15,3,1
21033,Taig adjust no stock,24,1,0,0,1
23702,NULL,100,1,0,0,1
21144,Pink poodle hanging decoration,17,3,21.36,1,2
23142,Ivory wire kitchen organiser,123,42,1240.37,34,5
22127,Party cones carnival assorted,404,22,504.88,20,3
90209C,Pink enamel+glass hair comb,266,32,486.8,8,2
22065,Christmas pudding trinket pot,6763,250,3484.27,132,7
20669,NULL,25,1,0,0,1
84597B,Damages,6,1,0,0,1
84569C,Pack 4 flower/butterfly patches,1,1,1.25,1,1
22168,Organiser wood antique white,157,86,1315.8,71,7
22567,20 dolly pegs retrospot,2474,227,3284.3,135,16
21726,Multi hearts  stickers,237,42,204.69,29,2
47503A,Check,121,2,0,0,1
22333,Retrospot party bag + sticker set,4574,329,7179.24,169,16
20665,Adjustment,15,1,0,0,1
22812,Pack 3 boxes christmas pannetone,1664,163,3389.07,92,7
21370,Mirrored wall art foxy,16,9,100.66,7,1
22422,Toothpaste tube pen,1273,205,776.1,53,7
23454,Three mini hanging frames,144,51,618.3,39,3
20910,Vintage photo album paris days,8,3,50.8,2,1
85092,Candy spot tea cosy,27,2,40.05,2,1
35592T,NULL,4,1,0,0,1
84912B,Green rose washbag,323,160,1132.85,32,5
47518f,Icon placemat pop art elvis,832,33,134.37,19,5
22756,Large yellow babushka notebook,599,123,656.52,68,4
47369A,Pink green embroidery cosmetic bag,33,20,93.19,6,2
23088,Zinc heart flower t-light holder,795,79,1033.28,52,3
20969,Red floral feltcraft shoulder bag,2105,307,7721.34,157,6
35645,Vintage bead pink jewel box,4,3,17,2,2
23081,Green metal box top secret,16,4,132,4,2
22423,Faulty,13,1,0,0,1
37509,New england mug w gift box,2,2,5.1,2,1
21156,Retrospot childrens apron,3209,366,6167.15,203,16
20774,Green fern notebook,86,44,141.24,21,2
90076,Montana diamond cluster earrings,10,5,26.67,1,2
62095B,NULL,2,1,0,0,1
22595,Check,80,1,0,0,1
21936,Red retrospot picnic bag,4041,543,11822.29,223,16
22830,Utilty cabinet with hooks,131,6,2610.29,5,1
47503A,NULL,5,1,0,0,1
84520B,NULL,61,1,0,0,1
21190,NULL,128,2,0,0,1
22522,Check,126,1,0,0,1
82600,Check,3,1,0,0,1
85136C,Red shark helicopter,52,36,421.18,20,3
84576,NULL,10,1,0,0,1
20801,Large pink glass sundae dish,1045,83,1181.8,47,4
20666,NULL,5,1,0,0,1
23017,Apothecary measuring jar,68,23,838.78,20,5
20798,NULL,5,1,0,0,1
84801B,NULL,44,1,0,0,1
22447,Pin cushion babushka blue,137,45,410.81,16,5
90081B,Lily brooch white/silver colour,1,1,4.95,0,1
85118,Heart t-light holder,159,12,160.77,5,1
15058A,Blue polkadot garden parasol,205,93,1705.84,41,8
22459,?lost,232,1,0,0,1
21253,Set of picture frame  stickers,134,62,590.42,14,4
84910A,NULL,16,1,0,0,1
22521,NULL,99,2,0,0,1
23006,Travel card wallet flower meadow,1836,178,795.51,88,5
23108,Set of 10 led dolly lights,2283,390,13608.12,271,19
23147,Single antique rose hook ivory,1883,267,2773.95,170,9
84462,3 pink hen+chicks in basket,12,6,15,6,1
22044,NULL,240,1,0,0,1
62096B,NULL,10,2,0,0,1
22080,NULL,279,2,0,0,1
23200,Mailout,100,1,0,0,1
90036A,Flower garland necklace red,6,4,47.7,3,1
22427,Damages,29,1,0,0,1
84559B,NULL,158,1,0,0,1
21731,Red toadstool led night light,14187,861,24201.08,266,19
23204,Charlotte bag apples design,8162,591,7880.28,199,11
85145,Jardin etched glass large bell jar,37,13,163.75,12,1
84748,Folk felt hanging multicol garland,204,61,570.86,7,1
84029E,NULL,64,3,0,0,1
85136A,Yellow shark helicopter,71,53,572.41,35,3
21289,Large stripes chocolate gift bag,587,51,733.75,20,5
21281,NULL,31,1,0,0,1
22268,Easter decoration sitting bunny,530,76,453.65,44,4
84984D,Oriental red cushion cover,13,4,60.45,3,1
72807A,Damages,56,1,0,0,1
22379,Recycling bag retrospot,6960,753,15730.24,188,9
85187,S/12 mini rabbit easter,337,69,556.53,53,3
21703,Bag 125g swirly marbles,9477,300,3565.43,175,10
22287,Decoration wobbly chicken,572,46,323.82,25,2
90202A,Purple enamel flower hair tie,28,16,81.98,1,2
90120A,Pink murano twist bracelet,7,3,29.73,0,1
23321,Small white heart of wicker,4755,633,8502.89,378,9
90084,NULL,1,1,0,0,1
84497,Buttons and stripes notebook,13,7,48.75,7,1
20757,Red daisy pocket book,158,33,136.64,30,1
90079,Vintage enamel & crystal necklace,10,4,49.76,2,1
84031B,Charlie lola blue hot water bottle,325,144,1493.3,30,4
35915B,Blue knitted hen,220,50,257.22,14,3
21594,NULL,1,1,0,0,1
22033,Botanical rose greeting card,337,22,141.95,20,1
21895,Potting shed sow 'n' grow set,2,2,12.72,1,1
21866,Union jack flag luggage tag,747,193,1292.38,79,4
22511,Retrospot babushka doorstop,252,55,498.95,44,6
23528,Wall art spaceboy,173,37,618.59,20,3
22093,Motoring tissue box,1842,161,837.13,115,7
22263,Felt egg cosy ladybird,375,52,228.31,14,2
23335,Egg frying pan ivory,389,98,815.74,62,5
23691,Wrap keep calm birthday,1125,36,460.5,34,2
90024F,New baroque b'fly necklace crystal,5,4,42.13,1,1
15044D,Red paper parasol,646,86,1825.26,54,5
22524,NULL,62,2,0,0,1
23148,Miniture antique rose hook ivory,48,4,40.8,4,1
47563B,NULL,10,1,0,0,1
90189A,Silver 2 strand necklace-leaf charm,2,2,15,2,1
21833,Damages,110,1,0,0,1
85214,NULL,70,2,0,0,1
23133,Large ivory heart wall organiser,783,156,5533.65,94,4
22886,Number tile vintage font 7,87,25,146.43,8,1
21361,NULL,17,2,0,0,1
22896,Peg bag apples design,1502,289,3879.26,144,9
21416,Clam shell large,5,4,18.75,4,1
23141,Triple wire hook pink heart,79,25,272.91,18,2
17012B,Origami jasmine incense/candle set,525,85,595.85,33,3
22904,Calendar paper cut design,1836,272,5473.16,162,13
21131,Gold standing gnome,106,28,398.02,11,2
90025B,Baroque butterfly earrings red,1,1,3.73,0,1
85173,Set/6 frog prince t-light candles,484,87,807.77,41,3
21706,Folding umbrella red/white polkadot,346,120,1616.81,53,7
22717,Card dog and ball,1229,131,535.78,69,5
84661C,Pink square table clock,71,14,104.84,5,1
84206A,3 black cats w hearts blank card,24,3,4.56,3,1
22585,Pack of 6 birdy gift tags,6267,398,7604.14,241,15
22885,Number tile vintage font 6,97,29,174.73,10,1
21275,Zinc top  2 door wooden shelf,18,14,346.83,10,1
22171,3 hook photo shelf antique white,1904,398,14471.16,173,8
37464,Robot mug in display box,3,2,3.75,2,1
22244,NULL,9,1,0,0,1
22608,Pens assorted funky jeweled,5218,145,1115.97,63,5
20898,Check,10,1,0,0,1
72807C,???missing,428,1,0,0,1
20785,NULL,2,1,0,0,1
16162L,The king gift bag,20,8,13,5,1
22446,Pin cushion babushka pink,439,133,1135.18,25,7
22060,Large cake stand hanging hearts,247,40,1198.25,32,4
21326,Aged glass silver t-light holder,10556,345,6872.92,168,5
21319,Adjustment,3,1,0,0,1
17084J,Love potion masala incense,225,8,47.25,8,1
35957,NULL,974,2,0,0,1
84741C,Citrus garland felt flowers,60,14,117,14,1
16258A,Swirly circular rubbers in bag,473,60,179.39,29,5
23541,Wall art classic puddings,866,151,6779.21,96,4
22114,Hot water bottle tea and sympathy,5823,648,33283.54,325,10
23055,Rusty thrown away,398,1,0,0,1
90177C,Drop diamante earrings crystal,32,15,93.93,3,2
21455,Painted yellow wooden daisy,625,118,527.84,32,2
21907,NULL,77,1,0,0,1
51008,Afghan slipper sock pair,521,23,1697.45,16,2
35819P,"Acrylic hanging jewel,pink",95,7,66.55,7,2
85135B,Check,3,1,0,0,1
23124,18pc wooden cutlery set disposable,567,43,751.38,23,4
37489D,Pink/green flower design big mug,40,16,17.16,16,1
84880,NULL,5,1,0,0,1
23057,Rusty throw away,280,1,0,0,1
21988,Pack of 6 skull paper plates,2321,193,1862.75,101,11
37491D,Purple/blue ceramic candle holder,4,2,9.88,1,1
85163A,White baroque wall clock,66,32,559,15,4
23029,Doorknob cracked glaze green,12,2,19.8,2,2
90182B,Amethyst 3 bead drop earrings,5,5,14.5,0,1
21717,Easter tin bucket,408,41,946.93,34,5
72127,Columbian candle round,169,30,210.61,25,1
23235,Storage tin vintage leaf,726,109,1926.56,87,9
21212,Pack of 72 retrospot cake cases,36776,1334,21445.83,636,21
23061,Vintage embossed heart,958,114,1261.43,72,4
79149B,Silicon star bulb  blue,18,8,7.56,8,1
84968E,Check,35,1,0,0,1
22681,French blue metal door sign 6,740,134,987.96,45,2
23039,T-light holder silver heart handle,205,29,411.41,22,2
20713,Wrongly marked. 23343 in box,3100,1,0,0,1
84569D,NULL,70,1,0,0,1
21830,Sold as 1,252,1,0,0,1
84920,Pink flower fabric pony,115,48,446.23,22,4
16169E,Wrap 50's  christmas,4688,151,1944.96,143,9
23280,Folding butterfly mirror hot pink,1869,153,1496.9,85,9
47556B,Tea time tea towels,2600,2,6045,1,1
21248,Door hanger  mum + dads room,206,67,332.17,46,4
47351B,Blue  voile lampshade,134,10,356.9,7,2
16008,Small folding scissor(pointed edge),2892,70,360.71,54,7
21306,Set/4 daisy mirror magnets,513,46,200.06,35,3
84732B,Cute bird ceature screen,22,2,8.58,2,1
46776A,Woven bubble gum cushion cover,160,71,672.6,6,1
17007B,S/3 pot pouri cushions blue colours,24,2,50.4,2,1
22138,Baking set 9 piece retrospot,5005,961,24496.37,585,25
22396,Magnets pack of 4 retro photo,1238,130,645.37,87,11
22312,Office mug warmer polkadot,671,133,2027.19,62,11
47591b,Scotties childrens apron,210,57,348.92,9,1
21833,Camouflage led torch,2756,171,4645.13,87,5
84858C,Pink riviera handbag,186,6,261.68,4,1
72128,Columbian candle round,193,36,152.05,28,2
22445,NULL,62,1,0,0,1
84912A,NULL,72,2,0,0,1
22932,Baking mould toffee cup  chocolate,6,1,15.3,1,1
22106,Mirror mosaic hurricane lamp,470,49,1055.13,9,1
21618,Check,54,1,0,0,1
23484,Heart trellis triple t-light holder,129,30,395.11,20,1
21379,Camphor wood portobello mushroom,178,50,246.83,22,2
22434,Balloon pump with 10 balloons,811,126,1605.51,94,8
90161B,Ant copper turq boudicca bracelet,76,37,377.88,10,2
23401,Rustic mirror with lace heart,462,86,2373.62,59,3
22269,Egg cup natural chicken,932,125,621.49,62,4
21805,NULL,1,1,0,0,1
48116,NULL,43,2,0,0,1
23081,Green metal box army supplies,473,138,3955.75,78,9
22706,Wrap cowboys,2082,72,858.44,64,6
22996,Travel card wallet vintage ticket,4827,412,2105.85,155,4
23559,Woodland bunnies lolly makers,649,124,1482.41,69,10
85216,Assorted cakes fridge magnets,55,8,35.75,6,1
90115,Summer butterflies bag charm,54,31,134.53,0,1
23126,Dollcraft girl amelie kit,66,8,294.7,8,2
23247,Biscuit tin 50's christmas,2240,314,6799.79,231,13
84251J,NULL,28,1,0,0,1
90030C,Brown kukui coconut seed necklace,77,11,91.7,8,5
22202,NULL,116,3,0,0,1
22398,Magnets pack of 4 swallows,2659,252,1694.12,167,12
20713,Wrongly coded-23343,800,1,0,0,1
21033,NULL,591,5,0,0,1
22909,Set of 20 vintage christmas napkins,9235,617,8236.37,368,12
85175,NULL,20,1,0,0,1
22513,Doorstop football design,152,67,539.9,37,3
22813,Pack 3 boxes bird panettone,204,31,451.84,11,1
23498,Classic bicycle clips,1640,99,2372.68,77,4
23325,Rustic strawberry jam pot small,444,35,711.24,24,4
84660C,Pink stitched wall clock,679,61,828.24,20,2
20707,Crazy daisy heart decoration,465,150,469.64,20,3
22175,Pink owl soft toy,879,173,2600.13,85,8
72800C,4 pink dinner candle silver flock,130,35,259.72,26,3
85066,Cream sweetheart mini chest,1825,544,23042.25,291,11
20795,Large blue provencal ceramic ball,55,13,125.65,6,2
23423,Pantry 3 hook rolling pin hanger,224,69,895.65,47,6
23024,Large bonne jam jar  t-light holder,257,12,672.83,8,3
23511,Embroidered ribbon reel emily,576,99,1262.41,83,11
84849D,Hot baths soap holder,516,116,896.18,66,3
22562,Monsters stencil craft,1413,211,1763.37,149,8
85230E,NULL,178,1,0,0,1
90014A,Silver/mop orbit necklace,16,15,162.79,5,1
23416,Chambre hook,132,25,184.68,18,2
85136A,Damages,77,1,0,0,1
90209C,NULL,79,4,0,0,1
22637,Damages,65,1,0,0,1
21366,Mirrored wall art photo frames,89,46,470.17,9,2
23205,Charlotte bag vintage alphabet,5648,453,5546.13,192,10
22760,"Tray, breakfast in bed",281,86,3566.56,50,8
79190D,Retro plastic daisy tray,265,47,126.98,16,3
22508,Doorstop retrospot heart,1616,300,6608.38,179,9
82599,NULL,13,2,0,0,1
17012D,Origami rose incense/candle set,461,97,547.24,35,3
